Status: violated
Adversarial inputs found:
  [0.624108, -0.002817, -0.357235, 0.480357, -0.489512]
  [0.624338, -0.001775, -0.358395, 0.479753, -0.489456]
  [0.624295, -0.008372, -0.357621, 0.479694, -0.489527]
  [0.624212, -0.005371, -0.364061, 0.479471, -0.489468]
  [0.624362, -0.003889, -0.357328, 0.480147, -0.489554]
  [0.624378, -0.002704, -0.360306, 0.480604, -0.489509]
  [0.624572, -0.010894, -0.363327, 0.480033, -0.489437]
  [0.624684, -0.006775, -0.361094, 0.480896, -0.489328]
  [0.62399, -0.004858, -0.358542, 0.480916, -0.489531]
  [0.624566, -0.0074, -0.360728, 0.480123, -0.48931]
  [0.624575, -0.009976, -0.358144, 0.480143, -0.489412]
  [0.624122, -0.002208, -0.356965, 0.480783, -0.489336]
  [0.624174, -0.001772, -0.358402, 0.480525, -0.489328]
  [0.624504, -0.015032, -0.362922, 0.481017, -0.489422]
  [0.623864, -0.010522, -0.364124, 0.481012, -0.489369]
  [0.623989, -0.002689, -0.359661, 0.479517, -0.489582]
  [0.623992, -0.008267, -0.36424, 0.48079, -0.48949]
  [0.624169, -0.001529, -0.363573, 0.480218, -0.48934]
  [0.624182, -0.000358, -0.363065, 0.480801, -0.489418]
  [0.623804, -0.010743, -0.363413, 0.480281, -0.489366]
  [0.624461, -0.00262, -0.356737, 0.479608, -0.489484]
  [0.624195, -0.0038, -0.364825, 0.480892, -0.489553]
  [0.623953, -0.015173, -0.358602, 0.479717, -0.489571]
  [0.624514, -0.011817, -0.364205, 0.480705, -0.48957]
  [0.623997, -0.007954, -0.361914, 0.479957, -0.48931]
  [0.623914, -0.010443, -0.358746, 0.480872, -0.489472]
  [0.624232, -0.003843, -0.356861, 0.480772, -0.489575]
  [0.624406, -0.009644, -0.357536, 0.48082, -0.489426]
  [0.624035, -0.014389, -0.356738, 0.480245, -0.489403]
  [0.624309, -0.013865, -0.365336, 0.479772, -0.489307]
  [0.624274, -0.001251, -0.360828, 0.480897, -0.489566]
  [0.624269, -0.014531, -0.358673, 0.479777, -0.489423]
  [0.623909, -0.011158, -0.362153, 0.480545, -0.489516]
  [0.623893, -0.011374, -0.358167, 0.479941, -0.489357]
  [0.6239, -0.00633, -0.357771, 0.480553, -0.489514]
  [0.624126, -0.009144, -0.364911, 0.479782, -0.489552]
  [0.623962, -0.01134, -0.359969, 0.480375, -0.489428]
  [0.623877, -0.000286, -0.361167, 0.479719, -0.489442]
  [0.623949, -0.008742, -0.361903, 0.479664, -0.489441]
  [0.624047, -0.008509, -0.361667, 0.47961, -0.489312]
  [0.623973, 0.000142, -0.360489, 0.480005, -0.489532]
  [0.623995, -0.007319, -0.358248, 0.480613, -0.489496]
  [0.623957, -0.002631, -0.364695, 0.479386, -0.489471]
  [0.624652, -0.010842, -0.365063, 0.480871, -0.489373]
  [0.624461, -0.000993, -0.358114, 0.479902, -0.489515]
  [0.623971, -0.005064, -0.36262, 0.481014, -0.489518]
  [0.624328, -0.003034, -0.357239, 0.480705, -0.489462]
  [0.624537, -0.0113, -0.362496, 0.480687, -0.489534]
  [0.624132, -0.008447, -0.36173, 0.480586, -0.489544]
  [0.624238, -0.002118, -0.362515, 0.48064, -0.4894]
  [0.623841, -0.002703, -0.358674, 0.480931, -0.489435]
  [0.623799, -0.014535, -0.361996, 0.480515, -0.489524]
  [0.623958, -0.008468, -0.358063, 0.479746, -0.489352]
  [0.624548, -0.011201, -0.35872, 0.480406, -0.489448]
  [0.624234, -0.006218, -0.363085, 0.480234, -0.489534]
  [0.624112, -0.001744, -0.364812, 0.480988, -0.489466]
  [0.624008, -0.011316, -0.36432, 0.479806, -0.48941]
  [0.624524, -0.009374, -0.358766, 0.480841, -0.489401]
  [0.623893, -0.006336, -0.364152, 0.480426, -0.489403]
  [0.624573, -0.008963, -0.36147, 0.480477, -0.489589]
  [0.624677, -0.006315, -0.361769, 0.480312, -0.48948]
  [0.624332, -0.01476, -0.361614, 0.479983, -0.489546]
  [0.624174, -0.001989, -0.364807, 0.48092, -0.489446]
  [0.624514, 0.000199, -0.357148, 0.480448, -0.489385]
  [0.624113, -0.000554, -0.358065, 0.480879, -0.489543]
  [0.624327, -0.006312, -0.357125, 0.479619, -0.489491]
  [0.624246, -0.005887, -0.3587, 0.479737, -0.489436]
  [0.62442, -0.007388, -0.358267, 0.479995, -0.489477]
  [0.624689, -0.004775, -0.362558, 0.481073, -0.489373]
  [0.624599, -0.009205, -0.358928, 0.479854, -0.489548]
  [0.62397, -0.004935, -0.363506, 0.47987, -0.489464]
  [0.623894, -0.009587, -0.361235, 0.480635, -0.489576]
  [0.623902, -0.004213, -0.364867, 0.479971, -0.489401]
  [0.624401, 8.8e-05, -0.363131, 0.479635, -0.489433]
  [0.624568, -0.007794, -0.357178, 0.480405, -0.489545]
  [0.624418, -0.009364, -0.361017, 0.479779, -0.489392]
  [0.624562, -0.003509, -0.363815, 0.480166, -0.489406]
  [0.624492, -0.005926, -0.363335, 0.480579, -0.489475]
  [0.624587, -0.004981, -0.363564, 0.479373, -0.489539]
  [0.623791, -0.01502, -0.361603, 0.480214, -0.489473]
  [0.624662, -0.003731, -0.360001, 0.479407, -0.489433]
  [0.62415, -0.002941, -0.363744, 0.480026, -0.489526]
  [0.623915, -0.002666, -0.360544, 0.480592, -0.489429]
  [0.624608, -0.004216, -0.362818, 0.479607, -0.489331]
  [0.623978, -0.003866, -0.36351, 0.480219, -0.489411]
  [0.624253, -0.010072, -0.359128, 0.479849, -0.489398]
  [0.624436, -0.014663, -0.359923, 0.479378, -0.489403]
  [0.624491, -0.006988, -0.358553, 0.481064, -0.48957]
  [0.624201, -0.011055, -0.363377, 0.480205, -0.48945]
  [0.623995, -0.004319, -0.362334, 0.479508, -0.489532]
  [0.624559, -0.01397, -0.363292, 0.479701, -0.489308]
  [0.623866, -0.004216, -0.363855, 0.480396, -0.489514]
  [0.624556, -0.002433, -0.359011, 0.480347, -0.489588]
  [0.624042, -0.00507, -0.356465, 0.480354, -0.489526]
  [0.624519, -0.005133, -0.359633, 0.479547, -0.489435]
  [0.624445, -0.010713, -0.363794, 0.480425, -0.489307]
  [0.624126, -0.000465, -0.357484, 0.479739, -0.489469]
  [0.62427, -0.007887, -0.363652, 0.479966, -0.489351]
  [0.62438, -0.002424, -0.358549, 0.480035, -0.489555]
  [0.623946, -0.015267, -0.358614, 0.47972, -0.48957]
  [0.623958, -0.015155, -0.358606, 0.479716, -0.489571]
  [0.623946, -0.01515, -0.358594, 0.479719, -0.48957]
  [0.62395, -0.014951, -0.358603, 0.47972, -0.48957]
  [0.62395, -0.014899, -0.358587, 0.479716, -0.489571]
  [0.623955, -0.014888, -0.358615, 0.479717, -0.489571]
  [0.623951, -0.015271, -0.358597, 0.479716, -0.48957]
  [0.623948, -0.015053, -0.358586, 0.479716, -0.489571]
  [0.623948, -0.014767, -0.358616, 0.479715, -0.489571]
  [0.623957, -0.014863, -0.358587, 0.479715, -0.48957]
  [0.623952, -0.015167, -0.35859, 0.479716, -0.489571]
  [0.623955, -0.015273, -0.358606, 0.479716, -0.48957]
  [0.623945, -0.014875, -0.358603, 0.479719, -0.489571]
  [0.623953, -0.015183, -0.358588, 0.47972, -0.489571]
  [0.623956, -0.014773, -0.358598, 0.47972, -0.489571]
  [0.623945, -0.015236, -0.358595, 0.479716, -0.489571]
  [0.623955, -0.015265, -0.358587, 0.479719, -0.48957]
  [0.623957, -0.014871, -0.358586, 0.479717, -0.489571]
  [0.623952, -0.015116, -0.358613, 0.479719, -0.489571]
  [0.62395, -0.014858, -0.358607, 0.479717, -0.489571]
  [0.623955, -0.015106, -0.358599, 0.479715, -0.489571]
  [0.623956, -0.015017, -0.358616, 0.479718, -0.489571]
  [0.623956, -0.014907, -0.358594, 0.479716, -0.489571]
  [0.623949, -0.015106, -0.358614, 0.479715, -0.48957]
  [0.623954, -0.0151, -0.358615, 0.479718, -0.489571]
  [0.623949, -0.015277, -0.358589, 0.479716, -0.489571]
  [0.623948, -0.015215, -0.358607, 0.479718, -0.48957]
  [0.62395, -0.014903, -0.358607, 0.479717, -0.48957]
  [0.623946, -0.015177, -0.358608, 0.479716, -0.489571]
  [0.623957, -0.014952, -0.358608, 0.479718, -0.48957]
  [0.623949, -0.01516, -0.358593, 0.479718, -0.48957]
  [0.623957, -0.015254, -0.358603, 0.479719, -0.489571]
  [0.623947, -0.015191, -0.358612, 0.479716, -0.489571]
  [0.623955, -0.015109, -0.358606, 0.479717, -0.489571]
  [0.623953, -0.015069, -0.358599, 0.479718, -0.48957]
  [0.623953, -0.01512, -0.358612, 0.479715, -0.489571]
  [0.62395, -0.01515, -0.358595, 0.479716, -0.489571]
  [0.623951, -0.01504, -0.358613, 0.479718, -0.489571]
  [0.623956, -0.015184, -0.358596, 0.479717, -0.489571]
  [0.623947, -0.015243, -0.358604, 0.479719, -0.48957]
  [0.623947, -0.014914, -0.358597, 0.479717, -0.489571]
  [0.623955, -0.015265, -0.358599, 0.479715, -0.48957]
  [0.623955, -0.014931, -0.358613, 0.479717, -0.489571]
  [0.623955, -0.014994, -0.358613, 0.479719, -0.489571]
  [0.62395, -0.015163, -0.358612, 0.479716, -0.489571]
  [0.623953, -0.015132, -0.35859, 0.479716, -0.489571]
  [0.623952, -0.014883, -0.358616, 0.479715, -0.48957]
  [0.623949, -0.015249, -0.358586, 0.479716, -0.48957]
  [0.623946, -0.014787, -0.358589, 0.479719, -0.48957]
  [0.623957, -0.01492, -0.358605, 0.47972, -0.489571]
  [0.623947, -0.015217, -0.358587, 0.47972, -0.489571]
  [0.623957, -0.015134, -0.358604, 0.479718, -0.489571]
  [0.623953, -0.015022, -0.358608, 0.479716, -0.489571]
  [0.623946, -0.014796, -0.358584, 0.479717, -0.48957]
  [0.623952, -0.014773, -0.358608, 0.479716, -0.48957]
  [0.623958, -0.014998, -0.358608, 0.47972, -0.48957]
  [0.623948, -0.015047, -0.358617, 0.479716, -0.489571]
  [0.623949, -0.0151, -0.358607, 0.479716, -0.489571]
  [0.623954, -0.015242, -0.358595, 0.479717, -0.48957]
  [0.623956, -0.014817, -0.358591, 0.479718, -0.48957]
  [0.623951, -0.015284, -0.358587, 0.479719, -0.489571]
  [0.62395, -0.015043, -0.358597, 0.479718, -0.489571]
  [0.623951, -0.015278, -0.358596, 0.479715, -0.48957]
  [0.623957, -0.014871, -0.358588, 0.47972, -0.489571]
  [0.623947, -0.015122, -0.358615, 0.479719, -0.48957]
  [0.623957, -0.015288, -0.358588, 0.47972, -0.489571]
  [0.623945, -0.014767, -0.358586, 0.479716, -0.489571]
  [0.62395, -0.014922, -0.358589, 0.47972, -0.489571]
  [0.623953, -0.01506, -0.358591, 0.479718, -0.48957]
  [0.623956, -0.015286, -0.358616, 0.479719, -0.489571]
  [0.623955, -0.014845, -0.358615, 0.479717, -0.48957]
  [0.623957, -0.015005, -0.358596, 0.479718, -0.48957]
